Id,twitter,polarity,aspect1,aspect2,aspect3,aspect4
995,Portugal ultrapassou esta segunda feira os 100 mil casos de Covid-19 desde o início da pandemia.\n\n#Balanço #Covid19 #Crise #DGS #Mundo #País #Pandemia #Portugal #SARSCoV2 #Saúde\n\nhttps://t.co/xppB68kUSC,,,,,
996,Presidente afirmou que decisão é do Poder Executivo e o ministro da Saúde,,,,,
997,Se você se sujeitar a essa obrigatoriedade e se vacinar,,,,,
998,Série de reportagens da Agência Pública denuncia o uso eleitoral da cloroquina e ivermectina contra a Covid-19. https://t.co/pal9GkGK7X,,,,,
999,Suspeita de 28 reinfectados com Covid-19 no HC de SP.\nO desgovernador @jdoriajr nem aí!\n#GenocidaDitadoria https://t.co/xB893GjDRR,,,,,
1000,Tempo caminhado: 301 escolas portuguesas atacadas com a Covid 19 https://t.co/SJGTDo124y https://t.co/lfK4hezfJF,,,,,
1001,Meu ministro da Saúde já disse que não será obrigatória essa vacina e ponto final,,,,,
1002,Não é uma 'gripezinha' e ainda não passou. Cuidem-se e cuidem de seus pets. https://t.co/gTeWv5A4FG,,,,,
1003,Thiago Alcantara será avaliado antes da viagem do Liverpool para enfrentar o Ajax depois de sofrer uma pancada contra o Everton. Naby Keita volta aos relacionados após teste negativo para Covid-19.,,,,,
1004,Tô aqui fazendo o teste COVID 19 pra voltar a trabalhar,,,,,
1005,Westbrook antes da bolha:\n\n27.2 PPG\n8.0 RPG\n7.9 APG\n1.6 SPG\n47% FG\n76% FT\n53% TS\n\nWestbrook na bolha:\n\n20 PPG\n6.7 RPG\n5.0 APG\n1.4 SPG\n42% FG\n57% FT\n47% TS\n\nTer COVID-19 e a lesão no quad atrapalharam e MUITO o jogo do Westbrook? ATRAPALHOU DEMAIS!!!!!!!! https://t.co/pe062U5VnW,,,,,
1006,Número de casos de Covid-19 no mundo supera 40 milhões de contágios. Europa,,,,,
1007,Assim fica difícil Dona Covid-19,,,,,
1008,CONFIAMOS NO SR PR @jairbolsonaro\n\nCovid-19: Bolsonaro volta a dizer que vacina não será obrigatória.\nPresidente afirmou que quem decide sobre isso é o Ministério da Saúde. Na sexta-feira (16),,,,,
1009,O Brasil precisa se preparar já para a 2nda onda da COVID-19. É preciso organizar-se a nível nacional: formar,,,,,
1010,Edição especial do Boletim Observatório Covid-19 Fiocruz traz análise dos seis meses da pandemia: https://t.co/JfhlWOY6Pw. #COVID19  #covid #COVID__19 #fiocruz #monitoracovid19 https://t.co/6JNVaOJ6sB,,,,,
1011,Pensou que isso ia acabar #covid-19,,,,,
1012,@promotorkrebs Daqui 2 semanas se terá o resultado da lambança nos números da COVID 19...,,,,,
1013,"☣️🚨 Chegou ""Bandido Covid-19""",,,,,
1014,"Bolsonaro volta a atacar Doria por vacina: ""se intitula médico do Brasil"" https://t.co/p3ZbRBijp4 via @UOLNoticias @UOL \nEsse DESGOVERNANTE MEDIOCRE INCOMPETENTE É LOUCO.",,,,,
1015,COVID-19 nos Açores,,,,,
1016,Brasil registra primeiro caso confirmado de gato com Covid-19; veja como proteger seu pet https://t.co/tIpfBWVBS7,,,,,
1017,Covid-19: Campinas tem mais duas mortes e chega a 36 mil casos\n\nhttps://t.co/a1DNr2GXUi https://t.co/CPPT2MthLN,,,,,
1018,A segunda onda da Covid-19 parece que chegou em Florianópolis. https://t.co/OQW9wIwFbA,,,,,
1019,O tempo gasto na pesquisa e desenvolvimento da vacina contra a covid em comparação com o tempo gasto na pesquisa e desenvolvimento de vacinas para outras enfermidades. \n\nhttps://t.co/AOpVxx68kr,,,,,
1020,A UFPel conseguiu produzir soro capaz de neutralizar o Covid-19.\n\nSoro hiperimune elaborado a partir de testes com cavalos deve ser testado em humanos saudáveis.\n\nPor isso eu  defendo a Universidade pública e gratuita,,,,,
1021,A verdadeira cura para a Covid-19 apareceu: a campanha eleitoral. Tem até prefeitura torrando dinheiro alheio com show. https://t.co/b7LULrnHT5,,,,,
1022,@minsaude Ué.... o Ministério da Saúde propagadeando a vacina,,,,,
1023,A segunda onda da Covid-19 parece que chegou em Florianópolis. https://t.co/OQW9wIwFbA,,,,,
1024,Brasil indo receber a vacina contra covid-19: \nhttps://t.co/pEZDd1EHZC,,,,,
1025,A segunda onda da Covid-19 parece que chegou em Florianópolis. https://t.co/OQW9wIwFbA,,,,,
1026,feliz vai ser o dia q tiver covid-19 no meu cartão d vacina,,,,,
1027,COVID 19 ENGANA BOBÔ NÍVEL 13 ? https://t.co/ResORSfprN,,,,,
1028,A pandemia de Covid-19 está sendo para o setor de produtos de saúde o que a copa do mundo de 2014 foi para o setor de infraestrutura. Os repasses de recursos destinados ao enfrentamento a Covid-19 tornou-se a menina dos olhos de quem desvia dinheiro público.,,,,,
1029,"Não é uma 'gripezinha' e ainda não passou. Cuidem-se e cuidem de seus pets. https://t.co/gTeWv5A4FG""}",,,,,
1030,"FOTOGRAFIA\n\n@Yanboechat \n\n""Durante crise da Covid-19",,,,,
1031,"Bolsonaro diz que vacina contra covid-19 ""não será obrigatória",,,,,
1032,@nancytk @Metropoles @euleodias Vírus do COVID 19 corre o risco de entrar em depressão do tanto que ele é ignorado no Br.,,,,,
1033,@_laisq @MikaellylemesA @yssanasciimento @eduardinhaa_19 @damilagio @Matheus27208723 @aliciacontii @portes_alexx @brenzinho09 Kakakakakakaka filha. Ce ta com covid. Chega perto de mim n,,,,,
1034,A pandemia de Covid-19 está sendo para o setor de produtos de saúde o que a copa do mundo de 2014 foi para o setor de infraestrutura. Os repasses de recursos destinados ao enfrentamento a Covid-19 tornou-se a menina dos olhos de quem desvia dinheiro público.,,,,,
1035,Bolsonaro ataca Doria e causa polêmica ao falar sobre obrigatoriedade de vacina contra Covid-19 https://t.co/5CFIdFxV9B,,,,,
1036,Covid-19: chuva pode influenciar circulação do vírus?\n\nEspecialistas explicam como diversas condições climáticas podem afetar o quadro de desenvolvimento da covid-19\nhttps://t.co/QGWgIWbEX1 https://t.co/HnZ2XXqEeV,,,,,
1037,1 a cada 6 moradores de SP dizem que estão decididos a não tomar a vacina para covid-19. Esse é o preço de um governo como o de Bolsonaro,,,,,
1038,@Guilipski o que é covid-19?,,,,,
1039,A geração de empregos é essencial em um momento como o que estamos vivendo. Apesar de atravessarmos a pandemia da covid-19,,,,,
1040,O Remdesivir foi originalmente desenvolvido para o vírus Ebola e a Hepatite C. Após a publicação de um estudo no New England Journal,,,,,
1041,@BolsonaroSP Tem Presidente querendo atrasar a vacinação e manter a pandemia e o pagamento de auxílio emergencial e bolsa reeleição. Pensam apenas em dividendos eleitorais e não no efetivo tratamento e combate ao Covid 19,,,,,
1042,Salvador alcança 100% de taxa de ocupação dos leitos clínicos  para tratamento de crianças com covid-19.\n\nOs leitos de UTI para a pediatria estão com ocupação de 59%.,,,,,
1043,UFPel consegue produzir soro capaz de neutralizar Covid-19\n\nSoro hiperimune elaborado a partir de testes com cavalos deve ser testado em humanos saudáveis.\nAcesse https://t.co/nGMd29lq3z\n\n(Foto: Divulgação) #JDPGeral https://t.co/hFfcwzY8BC,,,,,
1044,URGENTE: nova descoberta sobre a COVID-19: quem está espiritualmente forte,,,,,
1045,#VachinaNao\nSó acredito em pesquisa assinada pelo @catafoiawins,,,,,
1046,Sociedade de Virologia da Alemanha fala sobre o coronavírus,,,,,
1047,"@BolsonaroSP Bolsonaro volta a atacar Doria por vacina: ""se intitula médico do Brasil"". https://t.co/6JtnCQRDtr\nBolsonaro quer que mais pessoas morram com tamanha irresponsabilidade?",,,,,
1048,@Estadao Que ministro? \nUé,,,,,
1049,"@FlavioBolsonaro Bolsonaro volta a atacar Doria por vacina: ""se intitula médico do Brasil"". https://t.co/6JtnCQRDtr\nBolsonaro quer que mais pessoas morram com tamanha irresponsabilidade?",,,,,
1050,@Gandalfo9 @AdrillesRJorge As UTIs não lotaram em muitos Estados. Na verdade o sistema de saúde pública do Brasil sempre foi incapaz de atender a todos na qualidade que desejam. Não é de hj que fotos trágicas estampam jornais.https://t.co/ah0ArNvuuI,,,,,
1051,@JanainaDoBrasil Deixa a vacinação começar,,,,,
1052,@JornalismoWando A pessoa tem que ser um psicopata para já ter perdido 2 tias para a Covid-19,,,,,
1053,@oatila @rstrafacci O CONLUIO\nBOZO E DORIA\nBolsonaro assinou a LEI DE OBRIGATORIEDADE DA VACINA EM FEVEREIRO DE 2020.\nAntes do covid 19 iniciar no Brasil\nAssim que a China anunciou o pandemia. Bolsonaro fez a lei de Obrigatoriedade da vacina.\nTudo é teatro na política pra enganar o povo,,,,,
1054,@paulaaa8410 @Rconstantino Que bitola tá vivendo? A imprensa também que inventou o Covid-19? Temos infiltrados da Globo em países da Europa também? É por aí o pensamento? rs rs rs,,,,,
1055,@PLynchado @femisapien_z Isso com COGN3 fazendo FO R$11,,,,,
1056,@VIOMUNDO @recife87 A MIDIA QUE MANIPULA\nBOZO E DORIA\nBolsonaro assinou a LEI DE OBRIGATORIEDADE DA VACINA EM FEVEREIRO DE 2020.\nAntes do covid 19 iniciar no Brasil\nAssim que a China anunciou o pandemia. Bolsonaro fez a lei de Obrigatoriedade da vacina.\nTudo é teatro na política pra enganar o povo,,,,,
1057,@WDietzold @UOLNoticias O CONLUIO\nBOZO E DORIA\nBolsonaro assinou a LEI DE OBRIGATORIEDADE DA VACINA EM FEVEREIRO DE 2020.\nAntes do covid 19 iniciar no Brasil\nAssim que a China anunciou o pandemia. Bolsonaro fez a lei de Obrigatoriedade da vacina.\nTudo é teatro na política pra enganar o povo,,,,,
1058,#COVID19PT 19/10,,,,,
1059,#JorgeAragão está internado em UTI\n\nAssessoria do cantor afirma que ele recupera-se bem; quadro é de pneumonia viral Covid-19 \n\nhttps://t.co/XgqqAtZ23E,,,,,
1060,➤ VACINA - Na semana passada,,,,,
1061,🗣️💬📱 Por uma comunidade informada. \nA sessão contará com Paulo Cruz,,,,,
1062,7ª morte por Covid-19 é confirmada na cidade de Guanambi - https://t.co/pLoVPsdY1l,,,,,
1063,A Argentina lidera com o maior número de mortes por COVID-19 mundial,,,,,
1064,A geração de empregos é essencial em um momento como o que estamos vivendo. Apesar de atravessarmos a pandemia da covid-19,,,,,
1065,A segunda onda da Covid-19 parece que chegou em Florianópolis. https://t.co/OQW9wIwFbA,,,,,
1066,Amém q o covid eh 19,,,,,
1067,"Bolsonaro: ""Vacina não será obrigatória e ponto final"" https://t.co/G4yQdyGM1d 🇧🇷🇧🇷Brasil acima de tudo🇧🇷🇧🇷 Aplausos Presidente👏👏👏👏💚💛💙\U0001f90d🇧🇷🇧🇷 Toma a vacina quem quiser",,,,,
1068,Brasil deve começar a produzir vacina russa contra a covid-19 em dezembro  https://t.co/tzoTP4vkm8,,,,,
1069,Brasil registra primeiro caso confirmado de covid-19 em\xa0gato https://t.co/kOyhBTFJal,,,,,
1070,Canabidiol pode reduzir problemas nos pulmões de infectados por Covid-19,,,,,
1071,ces acham q eu so golpe ou gado?\n\nvacuo vai pegar Covid-19 https://t.co/chJ61XY3dM,,,,,
1072,Covid-19: Brasil registra primeiro caso de infecção em gatos https://t.co/ui1jyZmgKH,,,,,
1073,Covid-19: CoronaVac é a vacina mais segura em termos de efeitos colaterais.\n\nhttps://t.co/cvIQO2haYU https://t.co/rvESfmZiNm,,,,,
1074,Covid-19: Espanha com quase 38.000 casos desde sexta-feira aproxima-se de um milhão - https://t.co/LkFehs55iJ - #Algarve https://t.co/WYL7zQiMhr https://t.co/g2XuSeYoLa,,,,,
1075,Covid-19: Facebook vai proibir anúncios que desencorajem uso de vacina\n https://t.co/SaPF4sb1Qo https://t.co/v0XdWYSYLf,,,,,
1076,Diversas farmacêuticas estão testando tratamentos de anticorpos para ajudar o sistema imunológico dos pacientes a combater a Covid-19 https://t.co/aWugFMCKzg,,,,,
1077,Dos 6 jogos na 1ª rodada da Série A2 do PE,,,,,
1078,E os trouxas caem\nBOZO E DORIA\nBolsonaro assinou a LEI DE OBRIGATORIEDADE DA VACINA EM FEVEREIRO DE 2020.\nAntes do covid 19 iniciar no Brasil\nAssim que a China anunciou o pandemia. Bolsonaro fez a lei de Obrigatoriedade da vacina.\nTudo é teatro na política pra enganar o povo,,,,,
1079,Enfrentar e ter que conviver com a Covid-19 não está sendo fácil pra ninguém. Além disso,,,,,
1080,Estudo avalia corticoide no tratamento da covid-19 https://t.co/8lHswRn297,,,,,
1081,Eu amo que essas pessoas negacionistas do coronavírus tiram da própria cabeça as convicções pra não temerem a doença.\n\n“*Eu acredito* que essa doença é pra quem já tá fragilizado”\n\nDa onde a pessoa tira essa certeza? Da própria ideia absurda de negar a gravidade da Covid-19. https://t.co/M9luJZZdmF,,,,,
1082,FAKE NEWS É CHATEAÇÃO ANTIGA\n\nLivro sobre a história da gripe espanhola no país traça paralelos com a Covid-19 https://t.co/lgJKrizlX6 via @otempo,,,,,
1083,Garça confirma 19ª morte por Covid-19...\nhttps://t.co/CcecYV8uL8,,,,,
1084,Governo Federal não vê a necessidade de vacinação obrigatória contra COVID-19 - Jovem Pan News https://t.co/rTAIigT5x3,,,,,
1085,Médico de 54 anos morre vítima da Covid-19 em Nova\xa0Friburgo https://t.co/4FQsrB0vjf,,,,,
1086,Momento feira do livro do Porto II\nMarcelo dá aula a negacionista da Covid-19 que não usa máscara - Portugal - SÁBADO https://t.co/dsnsfSPiQR,,,,,
1087,Não é verdade que a compra foi só para vítimas da Covid-19 e não há provas que há essa quantidade caixões empilhados até hoje. Entenda https://t.co/Pl6G64au32,,,,,
1088,Novidades do putedo ao qual o socialismo nos condenou.\n\nCovid-19. Sindicato dá orientações a médicos para se autoexcluírem de responsabilidades por erros clínicos: https://t.co/imXM7q7sxu via @observadorpt,,,,,
1089,Nunca teremos uma segunda onda de Covid-19,,,,,
1090,O Centro Mackenzie de Liberdade Econômica em parceria com a Property Rights Alliance,,,,,
1091,O grande médico e cientista norte-americano,,,,,
1092,O Rio Grande do Sul registra 223.016 infectados e 5.347 óbitos por Covid-19,,,,,
1093,OEI publica relatórios sobre Educação e Ensino Superior em contexto COVID-19\nhttps://t.co/37hQzsvYqa\n\n@PortugalOei \n#CPLP #OEI #Educação #Ciência #Cultura #EnsinoSuperior #relatórios #COVID19,,,,,
1094,Onde vai ser o primeiro rolê? A vacina chinesa contra o COVID-19 foi tida como segura e começará a ser produzida esse mês pelo Butantan!!!! https://t.co/eCJFki9eeP,,,,,
1095,Os #Raiders estão colocando o CB Damon Arnette na reserva de COVID-19.\n\nVia: @TomPelissero \n\n#RaiderNation #NFL #NFLTwitter,,,,,
1096,Pensando por um lado,,,,,
1097,Programa do Ratinho volta com plateia e testes da Covid-19 #sitenatelinha https://t.co/tBZuYPPG4q,,,,,
1098,Samel e Covid-19 viram alvo de disputa entre candidatos a prefeito\n\nEssa e outras notícias na coluna TEMPO REAL do portal RealTime1: Informação com credibilidade sobre política e os últimos acontecimentos do Amazonas. Acesse: https://t.co/2h8K0PTkXx https://t.co/J8SIyQ7t8C,,,,,
1099,SEGURA \nURGENTE: Bolsonaro reafirma que vacina da Covid-19 não será obrigatória https://t.co/98Sky1FsJM,,,,,
1100,Sputnik V: Brasil deve começar a produzir vacina russa contra a covid-19 em dezembro https://t.co/hW72O3UQni https://t.co/OWqblS3nLi,,,,,
1101,Tendas em feiras livres realizam teste da Covid-19 na capital paulista https://t.co/QppvYnUExd,,,,,
1102,"Teremos que ter muita responsabilidade quando formos abordar o momento do Covid-19 como matéria em sala de aula. Muita disposição e incisividade pra deixar claro que a quantidade exacerbada de mortes está totalmente ligada a forma que o ""Presidente"" lidou com o vírus...",,,,,
1103,Vacina chinesa é segura #covid-19,,,,,
1104,[19/10/2020 15:42:17] Marcos: nos role que eu fui\n [19/10/2020 15:42:30] Marcos: se eu n peguei covid eh pq Deus me ama d+,,,,,
1105,@belemtransito IMAGENS DA UNIMED DOCA NESSE EXATO MOMENTO E ESSE SETOR É APENAS PARA ATENDIMENTO DE SUSPEITOS DE COVID-19!! https://t.co/UcviX1zNru,,,,,
1106,@BobjeffHD Se ele está investindo na vacina contra o Covid-19 desde agosto do ano passado,,,,,
1107,@gcbindi @CNNBrasil No caso da Covid-19,,,,,
1108,@gubigaton Landim criou a Covid-19 como parte do plano pro Flamengo dominar o mundo kkkk,,,,,
1109,@iamblackbear @beartrapsound POR FAVOR EU TENHO COVID 19 😭😭😭😭😭😭😭,,,,,
1110,@Shyznogud Porra #coronavírus,-1,coronavirus,none,none,none
1111,#bastidor360 #cnn360 Com a evidente perda de apoio entre os pares,,,,,
1112,#CoronaVac é a vacina em teste mais segura contra a #covid19 no mundo,,,,,
1113,#Coronavírus: com Covid-19,,,,,
1114,#Saúde #Covid19 Covid-19: cai em SP média móvel de mortes,,,,,
1115,#WebinarIpea reúne especialistas para debater a Reforma do Sistema Legal de Recuperação de Empresas Brasileiro para o Enfrentamento da Crise Sistêmica da Covid-19. Vale conferir: https://t.co/zjkBPfG6nZ @MinEconomia @TesouroNacional @bovespa https://t.co/DkblULu2qv,,,,,
1116,👇\nFestas clandestinas de brasileiros nos EUA reúnem multidões e ignoram covid-19 https://t.co/FzfALPvfXI via @UOLNoticias @UOL,,,,,
1117,👩\u200d🌾 As mulleres e os efectos da #covid19 na Galicia #rural centran o debate organizado pola @depo_es e @FademurGalicia o 28 de outubro\n\n📝 A xornada será retransmitida por streaming e o prazo de inscrición xa está aberto\n\n👉 https://t.co/XQhhmFtnQK\n\n#ObxectivoPontevedraProvincia https://t.co/JFHmNVwSGa,,,,,
